yes,staple,not_vegan,gluten,sweetener,cuisine,flavor,season,flavoring_sweet,flavoring_fresh,flavoring_wet,flavoring_concentrate,flavoring,flavoring_dry,protein,protein_cheese_sub,protein_milk_sub,protein_meat_sub,protein_bean,veg,veg_leafy,grain,grain_flour,fat_oil,oil,fat,fruit,fruit_berry,meal,salad,salad_green,salad_extra,salad_dressing,salad_dressing_oil,salad_dressing_salt,salad_dressing_pepper,salad_dressing_garlic,salad_dressing_vinegar,method,protein_nut_seed,protein_nut,protein_seed,salad_extra_tomato,salad_extra_olive,salad_extra_cheese,salad_extra_crouton,salad_extra_egg,salad_extra_other,redirect,salad_basic,salad_starter,salad_umbrella,umbrella_that_pairs,useful_umbrella,salad_allium,name,pairs_with,phonetic,flavor,techniques,dishes,volume,tip,possible_substitutes,flavor_affinities,nutritional_profile,calories,season,botanical_relatives,protein,what_they_are,brands,vegan_substitutes,vegan_brands
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATER CHESTNUTS,"Asian cuisines

bamboo shoots

beans, fermented black

beans, green

bell peppers, e.g., red

bok choy

broccoli

Brussels sprouts

cabbage, e.g., red

carrots

celery

chiles, dried

Chinese cuisine

cilantro

corn

dumplings

edamame

GARLIC

GINGER

hoisin sauce

leeks

lettuce, e.g., Bibb

lettuce wraps

mint

MUSHROOMS, e.g., Chinese, dried, oyster, shiitake

noodles, Asian

nuts, e.g., macadamia

oil, e.g., olive, peanut, sesame, vegetable

onions, red

orange, e.g., juice

parsley

peanuts and peanut sauce

peas

pineapple

pine nuts

rice, brown

salads, e.g., fruit, noodle, rice, vegetable

scallions

sesame, e.g., oil, seeds

snow peas

soups, e.g., winter melon

SOY SAUCE

spring rolls

sriracha

stews

STIR-FRIES

stock, vegetable

sugar

sugar snap peas

TOFU, e.g., extra-firm

vegetables

vinegar, e.g., balsamic, rice

watercress

wine, rice",,"Flavor: slightly sweet, with notes of apples and/or Jerusalem artichokes, and a crunchy, juicy texture","Techniques: bake, boil, braise, deep-fry, fry, raw, sauté, steam, stir-fry",,Volume: quiet,"Tip: If using canned water chestnuts for convenience, blanch in boiling water before using.",,"Flavor Affinities


water chestnuts + Asian noodles + peanut sauce

water chestnuts + shiitake mushrooms + sugar snap peas",Nutritional profile: 95% carbs / 4% protein / 1% fat,"Calories: 60 per ½-cup serving (sliced, raw)",Season: year-round,,Protein: 1 gram,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATERCRESS (see also LAND CRESS),"almonds

apples

asparagus

avocado

beans, e.g., fermented black, white

BEETS

bell peppers, esp. red

butter

buttermilk

carrots

CHEESE, e.g., blue, cheddar, cottage, cream, feta, goat, Gruyère, Monterey Jack, pecorino, ricotta, ricotta salata, sheep’s milk, white

chicory

chiles, e.g., jalapeño

Chinese cuisine

chives

cilantro

citrus

cream

cucumbers

currants

dill

EGGS, e.g., fried, frittatas, hard-boiled, omelets, poached, scrambled

endive

fennel

garlic

ginger

grains, whole

grapefruit

greens, milder salad

honey

horseradish

jícama

leeks

LEMON, e.g., juice

lettuce, e.g., butter, romaine

lime

mascarpone

mayonnaise

mint

MUSHROOMS, e.g., button, enoki, portobello

MUSTARD, e.g., Dijon, grainy

OILS, e.g., canola, grapeseed, olive, peanut, sesame, vegetable, walnut

olives

onions, e.g., red

ORANGE, e.g., blood, sections

parsley

parsnips

pastas

peaches

pears

peas

pepper, e.g., black, white

pineapple

pistachios

pomegranates

POTATOES

radicchio

radishes

raspberries

rice

SALADS, e.g., bean, egg, green, potato, watercress

salt, e.g., kosher, sea

SANDWICHES, e.g., egg salad, grilled cheese, tea

sauces

sesame, e.g., seeds

shallots

SOUPS, e.g., barley, creamy, miso, mushroom, potato

sour cream

soy sauce

stews

stir-fries

stock, vegetable

strawberries

tamari

tangerines

thyme

tofu

TOMATOES

tomatoes, sun-dried

Vietnamese cuisine

vinaigrette

VINEGAR, e.g., balsamic, champagne, red wine, rice wine, sherry, white balsamic, white wine

walnuts

wine, e.g., dry white, rice

yogurt

yuca",,"Flavor: bitter, ranging from mild to hot, with pungent notes of mustard and/or pepper, and a delicate yet crunchy texture","Techniques: Although watercress can be quickly steamed or stir-fried (which brings out its sweetness), it is best served raw.","Dishes


Well-Cultured Salad: Mélange of Seasonal Greens and Watercress tossed with Homemade Kimchee, Nori Strips, Toasted Sesame Seeds, and Extra Virgin Olive Oil, with garnish of Radish Slices

—Angelica Kitchen (New York City)



Watercress Salad with Apple, Celery Root, Cheddar, Grapefruit, and Honey

—Artisans Restaurant at Lake Placid Lodge (Lake Placid, NY)",Volume: moderate–loud,,,"Flavor Affinities


watercress + almonds + balsamic vinegar + strawberries

watercress + apples + beets

watercress + asparagus + poached egg

watercress + avocado + grapefruit

watercress + beets + cheese (e.g., goat, pecorino) + walnuts

watercress + beets + egg salad

watercress + beets + mustard

watercress + blood orange + ricotta

watercress + celery + radishes + walnut oil

WATERCRESS + CHEESE (e.g., blue, pecorino) + FRUIT (e.g., apples) + NUTS (e.g., almonds, walnuts)

watercress + chives + cream cheese + parsley + tea sandwiches

watercress + cucumbers + mint + red onions

watercress + Dijon mustard + olive oil + red wine vinegar

watercress + fennel + orange

watercress + garlic + miso + sesame oil

watercress + garlic + onions + potatoes + thyme

watercress + goat cheese + tomatoes

watercress + leeks + potatoes

watercress + onions + potatoes + vegetable stock",Nutritional profile: 51% protein / 41% carbs / 8% fats,"Calories: 5 per 1-cup serving (chopped, raw)",Season: late spring–summer,"Botanical relatives: broccoli, Brussels sprouts, cabbage, cauliflower, collard greens, horseradish, kale, kohlrabi, land cress, mustard, radishes, rutabagas, turnips, watercress",Protein: 1 gram,,,,
,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEAT BERRIES (see also BULGUR),"apples

artichoke hearts

asparagus

baked goods, e.g., breads

bay leaf

beans, e.g., black, white

bell peppers

breads

carrots

casseroles

cereals, hot breakfast

celery

chard, Swiss

cheese, e.g., cheddar, feta, goat, manchego, Parmesan, pecorino

chickpeas

chiles, e.g., green, jalapeño

chili, vegetarian (e.g., with beans)

cilantro

citrus

cloves

coriander

corn

cumin

curry powder

dill

eggplant

eggs, e.g., poached

fennel

figs

GARLIC

garlic chives

ginger

grains, other, e.g, barley, rice

kale

lemon, e.g., juice, zest

lentils

lime

milk

MUSHROOMS, e.g., shiitake, wild

NUTS, e.g., almonds, cashews, pine nuts, walnuts

oil, e.g., olive, sesame

ONIONS, e.g., red, yellow

parsley

peaches

peas

pepper, black

pilafs

pomegranate molasses

pumpkin seeds

quinoa

raisins

ramps

RICE, e.g., basmati, brown, wild

“RISOTTOS”

rosemary

sage

SALADS, e.g., grain, green

salt, e.g., sea

scallions

shallots

soups

spinach

sprouts, e.g., bean

STEWS, e.g., vegetable

STOCK, e.g., mushroom, vegetable

stuffings, e.g., mushroom

sugar, e.g., brown

tamari

tarragon

thyme

tofu

tomatoes

tomatoes, sun-dried

turmeric

turnips

vegetables, esp. root

vinaigrette

vinegar, e.g., balsamic, cider, sherry

wine, e.g., dry white

yams

yogurt

zucchini",,"Flavor: slightly sweet, nutty, with a very chewy texture",,,Volume: quiet,Tips: Seek out hard red wheat berries for highest protein content (15%). Toast before soaking or cooking to achieve an even nuttier flavor. Sprout wheat berries and add to salads.,"Possible substitutes: rye berries, spelt, triticale","Flavor Affinities


wheat berries + apples + raisins + walnuts

wheat berries + asparagus + cheese + mushrooms + risottos

wheat berries + black beans + cilantro + garlic + lime

wheat berries + carrots + cumin

wheat berries + carrots + scallions + sesame oil + sprouts + tamari

wheat berries + celery + mushrooms + sage + thyme

wheat berries + feta cheese + lemon + pine nuts + spinach

wheat berries + peaches + yogurt",Nutritional profile: 83% carbs / 14% protein / 3% fats,Calories: 165 per ¼ cup uncooked (which yields ½ cup cooked),,"Botanical relatives: barley, corn, kamut, rye, spelt, triticale",Protein: 6 grams,,,,
y,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,"WILD RICE (see RICE, WILD)",,,,,,,,,,,,,,,,,,
y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,,,,,
y,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINTER,"allspice

apples

artichokes, Jerusalem

baked dishes

bananas

beans, e.g., dried, pinto, white

beets

braised dishes

broccoli (peak: February)

Brussels sprouts (peak: December)

buckwheat

cabbage, e.g., red, savoy

cardoons (peak: autumn/winter)

casseroles

cauliflower (peak: autumn/ winter)

celery root

chayote

cheese, Vacherin Mont d’Or

chestnuts (peak: autumn/winter)

chicories

chocolate

cinnamon

citrus

clementines

coconut

cranberries (peak: autumn/ winter)

daikon (peak: autumn/winter)

dates (peak: December)

endive, Belgian

escarole

fennel (peak: autumn/winter)

flour, heavier, e.g., buckwheat

frisée

grains, heavy

grapefruit (peak: February)

gratins

greens, bitter, e.g., mustard, turnip

herbs, dried

hot dishes

jícama (peak: winter/spring)

kale

kasha

kumquats (peak: autumn/winter)

leeks

lemons (peak: January)

lemons, Meyer

lentils (peak: autumn/winter)

limes

mâche

maple syrup

melon, winter

miso, dark

mushrooms, e.g., matsutake, wild

noodles, soba, esp. served hot

nutmeg

nuts

oils, nut

onions, e.g., pearl

oranges, e.g., blood

oranges, mandarin (peak: January)

parsley root

parsnips

passion fruit

pears (peak: December)

plantains

pomelo

potatoes, esp. baked

pressure-cooked dishes

radicchio

radishes, e.g., black (peak: winter/ spring)

ragoûts

roasted dishes

root vegetables, e.g., carrots, celery root, parsnips, rutabagas, sweet potatoes, turnips

rosemary

rutabagas

sage

salsify (peak: autumn/winter)

savory, winter

SLOW-COOKED

soups, hot

spices, warming

squash, winter, e.g., acorn, buttercup, butternut, delicata

stews

sweet potatoes (peak: December)

tangerines (peak: January)

todok

truffles, e.g., black

turnips (peak: December)

ugli fruit (peak: winter/spring)

wakame (peak: winter/spring)

water chestnuts (peak: February)

yams (peak: December)",,,"Techniques: bake, braise, glaze, roast, simmer, slow-cook",,,,,,,,,,,,,,
,,,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORCESTERSHIRE SAUCE,,,,,,,,,,,,,,,,,,
y,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAMS,"African cuisine

agave nectar

allspice

almonds

apples

apricots, e.g., dried, fresh

Asian cuisine, and sometimes called “the potato of Asia”

bananas

cardamom

Caribbean cuisine

carrots

cayenne

chestnuts

chiles rellenos

chili pepper flakes and chili powder

chips

cilantro

CINNAMON

cloves

COCONUT and COCONUT MILK

coriander

crème fraîche

cumin

currants

curry powder and curry spices

eggs

GARLIC

ginger

gratins

greens, bitter, e.g., mustard

honey

kale

LEMON, e.g., juice, zest

lime, e.g., juice

maple syrup

milk, e.g., coconut, rice

millet

mustard and mustard seeds

North African cuisines

nutmeg

oil, e.g., canola, corn, grapeseed, olive, peanut, sesame

onions

ORANGE, e.g., juice, zest

oregano

parsnips

pasta, e.g., gnocchi

peanuts and peanut butter

peas, green

pepper, black

pistachios

plantains, e.g., green

potatoes

puddings

quesadillas

rice, brown

sage

salads

salt, kosher or sea

seeds, e.g., pumpkin, sesame, sunflower

sesame, e.g., oil, seeds

shallots

SOUPS, e.g., kale, peanut, yam

soy sauce

stews

tamari

tamarind, e.g., paste

tangerine

tempeh

thyme

tomatoes and tomato paste

turmeric

veggie burgers

yogurt",,"Flavor: slightly sweet, with notes of sweet potato, and a starchy texture","Techniques: bake (40 minutes), boil (10–20 minutes), mash, puree, roast, steam, stew (Note: never raw)","Dishes


Slow Roasted Garnet Yam: Cherry Belle Radishes, Hadley Orchards’ Medjool Dates, Broccolini, Marcona Almonds, and Madras Curry

—Per Se (New York City)



Homemade Yam Chips with Fresh Thyme and Garlic Oil

—Plum Bistro (Seattle)",Volume: moderate,,"Possible substitutes: carrots, pumpkin, sweet potatoes, winter squash","Flavor Affinities


yams + bananas + cinnamon + honey + orange juice

yams + cinnamon + orange

yams + coconut milk + garlic + nutmeg + thyme

yams + coconut + ginger + maple

yams + garlic + sage

yams + garlic + thyme

yams + honey + lime

yams + sesame seeds + tahini",Nutritional profile: 95% carbs / 4% protein / 1% fats,"Calories: 160 per 1-cup serving (boiled, cubed)",,,Protein: 2 grams,What they are: starchy vegetable,,,
y,,y,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YOGURT,"almonds

apples

apricots

avocados

bananas

barley

basil

beans, e.g., fava, lima, white

beets

berries, in general or mixed

blueberries

carrots

cayenne

celery

cereals, breakfast, esp. GRANOLA, MUESLI

cheese, e.g., feta, goat

cherries

chervil

chickpeas

chives

cilantro

coconut

coriander

CUCUMBERS

cumin

DILL

dips

drinks

EGGPLANT

fennel

figs

fruit, dried

GARLIC

ginger

grains, whole, e.g., bulgur, oats, spelt

Greek cuisine

greens, e.g., dandelion

hazelnuts

herbs, in general or mixed

honey

horseradish

Indian cuisine

lamb’s lettuce

lassis, e.g., mango

lavender

Lebanese cuisine

LEMON, e.g., juice

lentils

lime, e.g., juice

mango

maple syrup

marinades

Middle Eastern cuisines

MINT

mushrooms

mustard, e.g., Dijon, seeds

nuts

oats

oil, olive

onions, e.g., yellow

orange, e.g., juice, zest

oregano

papaya

paprika

parsley

peaches

peas

pecans

pineapple

pistachios

plantains

pomegranate seeds

potatoes

radishes

raisins

RAITAS

raspberries

rhubarb

rice

salad dressings, e.g., green goddess

salads

salt

SAUCES, e.g., raita, tzatziki, yogurt

scallions

smoothies

SOUPS, e.g., cucumber

sorrel

spinach

spreads

squash, butternut

strawberries

sugar, e.g., brown

tahini

tamarind

tempeh

thyme

tomatoes

Turkish cuisine

vanilla

vinegar, e.g., balsamic, red wine, sherry, wine

WALNUTS

watercress

yogurt, e.g., frozen or semi-frozen

za’atar

zucchini",,"Flavor: sour, with a thick, creamy texture",,"Dishes


Yogurt and Berries: Vanilla Greek Yogurt with Fresh Seasonal Berries, Granola, Honey

—The Golden Door Spa Café at The Boulders (Scottsdale, AZ)



Yogurt Parfait: Buckwheat, Hemp Seed, and Dried Fruit Granola with Fresh Blueberries

—Pure Food and Wine (New York City)



Lemon-Ginger Low-Fat Frozen Yogurt, Fresh Berries

—True Food Kitchen (Santa Monica)",Volume: moderate–loud,"Tips: Consider opting for plain (i.e., unflavored), skim, or low-fat yogurt, or nondairy (e.g., soy) yogurt. Freeze partially and serve as a semifreddo; drizzle with maple syrup, and/or top with fresh fruit, such as berries.",,"Flavor Affinities


yogurt + balsamic vinegar + strawberries

yogurt + basil + Dijon mustard + olive oil + sherry vinegar

yogurt + beets + cucumbers

yogurt + beets + walnuts

yogurt + berries (e.g., blueberries) + sweetener (e.g., honey, maple syrup)

yogurt + cardamom + vanilla

yogurt + chickpeas + spinach

yogurt + chiles + dill + lemon + scallions

yogurt + cilantro (+ cumin) + lime

yogurt + coriander + cumin + garlic + ginger

YOGURT + CUCUMBERS + CUMIN + MINT

YOGURT + CUCUMBERS + GARLIC

YOGURT + CUCUMBERS + GARLIC + LEMON + MINT + parsley + tahini + white wine vinegar

yogurt + cucumbers + onions

yogurt + dill + feta cheese + garlic

yogurt + eggplant + garlic + walnuts

yogurt + fennel + leeks + soups

yogurt + figs + honey + walnuts

yogurt + garlic + mint + raitas

yogurt + garlic + lemon + olive oil + oregano + spinach

yogurt + ginger + plums

yogurt + herbs (e.g., oregano, thyme) + lemon

yogurt + honey + lavender + mint

yogurt + honey + vanilla + walnuts

yogurt + lemon + thyme

yogurt + maple syrup + walnuts

yogurt + orange + walnuts

yogurt + pistachios + strawberries

yogurt + pomegranate seeds + walnuts","Nutritional profile: 53% carbs (high in sugars) / 44% protein / 3% fat (skim, plain)","Calories: 140 per 1-cup serving (skim, plain)",,,Protein: 13 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,YUBA (see TOFU SKIN),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YUCA (aka CASSAVA),"Asian cuisines

baked goods, e.g., breads

beans, e.g., kidney

bell peppers, e.g., roasted

beans, black

butter

cakes, yuca

chayote

chiles, e.g., jalapeño, serrano; and chili pepper flakes

chips, yuca

CILANTRO

COCONUT, coconut cream, and coconut milk

corn

curry powder

custard

Dominican cuisine

fries, yuca

GARLIC

ginger

Indian cuisine

Latin American cuisines

LIME, e.g., juice

Mexican cuisine

noodles

oil, e.g., olive, vegetable

onions

orange

oregano

parsley

plantains

salt, e.g., sea

shepherd’s pie

soups, e.g., corn

South American cuisines

Southwestern (U.S.) cuisine

spinach

stews

sweet potatoes

tarragon

Thai cuisine

thyme

tortillas, e.g., corn, whole-wheat

vinegar, e.g., red wine, white wine",[YOO-kah],"Flavor: slightly sweet, with starchy notes of tapioca, and a crisp texture (similar to that of potatoes)","Techniques: bake, boil (20–30 minutes), fry, grate, mash, puree, roast, sauté, simmer (20+ minutes), stew (Note: Never eat it raw, as raw yuca can be toxic.)",,Volume: quiet,"Tip: Cook like potatoes, to which yucas are similar.",,"Flavor Affinities


yuca + bell pepper + chiles + garlic + lime + olive oil

yuca + chiles + citrus (e.g., lime, orange)

YUCA + CILANTRO + LIME",Nutritional profile: 97% carbs / 2% protein / 1% fat,Calories: 330 per 1-cup serving (raw),,,Protein: 3 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,YUCCA (see YUCA),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YUZU,"Asian cuisines

bananas

beverages, e.g., cocktails, juices, lemonades/limeades

cheese, cream

chiles, e.g., green, red

daikon

desserts

Japanese cuisine

Korean cuisine

marinades

mirin

miso

oil, e.g., canola, grapeseed, olive, vegetable

orange, e.g., juice

pomegranates

PONZU SAUCE

salad dressings

salt

sauces, e.g., mayonnaises, mignonettes

sea vegetables

SESAME, e.g., SEEDS

shiso

sorbet

Southeast Asian cuisines

soy sauce

sugar

tapioca

vinegar, e.g., rice",,"Flavor: sour; aromatic, with citrus (grapefruit, lemon, lime, orange) notes",,,Volume: moderate–loud (and louder than lemon juice),"Tip: Use like other citrus fruit, i.e., for both its juice and zest.",,"Flavor Affinities


yuzu + bananas + chocolate + sesame

yuzu + chiles + salt

yuzu + pomegranates + sorbet

yuzu + sea vegetables + sesame seeds",,,Season: autumn–spring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ZA’ATAR (the herb; see also ZA’ATAR, the spice blend)","dips

hummus

Mediterranean cuisines

Middle Eastern cuisines

oil, olive

olives

sesame seeds

soups

sumac",[zah-TAHR],"Flavor: pungent, aromatic, with notes of marjoram, oregano, and/or thyme",,,Volume: moderate–loud,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ZA’ATAR (the spice blend; see also ZA’ATAR, the herb)","beans, e.g., black, fava, white

BREADS, e.g., WHOLE-GRAIN FLATBREADS, PITA

cauliflower

cheese, e.g., labneh

chickpeas

cucumbers, e.g., sliced

dips, e.g., for bread

eggplant

eggs

falafel

fennel

garlic

hummus

kebabs

Lebanese cuisine

lentils

lime, e.g., juice

Mediterranean cuisines

MIDDLE EASTERN CUISINES

mint

North African cuisine

OLIVE OIL

olives, e.g., black

onions

pasta

peas

pistachios

pizza

potatoes, e.g., baked, fried, steamed

quinoa

rice

rosemary

saffron

salads

sandwiches

tomatoes

vegetables, e.g., grilled

yogurt, e.g., greek

zucchini",[zah-TAHR],"Flavor: sour (tangy), with notes of herbs and nuts, and a coarse texture",,"Dishes


Tasting of Fennel with Zaatar: Saffron-Tomato Relish, Garbanzo Bean

—DANIEL (New York City)",Volume: moderate,,,"Flavor Affinities


za’atar + feta cheese + olive oil + yogurt

za’atar + olive oil + pine nuts + yogurt

za’atar + olive oil + pistachios + quinoa",,,,,,,,,
y,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZUCCHINI BLOSSOMS,"basil

beans

beets, e.g., yellow

bell peppers, e.g., red, yellow

bread crumbs

capers

celery

CHEESE, e.g., feta, goat, mozzarella, PARMESAN, RICOTTA, sheep’s milk, soft

chiles, e.g., poblano

chives

cilantro

corn

dill

EGGS, e.g., frittatas, omelets

epazote

French cuisine

GARLIC

grains

gratins

herbs

Italian cuisine

lemon

marjoram

Mediterranean cuisines

Mexican cuisine, e.g., quesadillas, soups

mint

nutmeg

OIL, OLIVE

olives, e.g., French, Italian

onions, e.g., white

orange, e.g., juice, zest

oregano

parsley

pastas, e.g., fettuccine, gnocchi, linguini, pappardelle

pepper, black

pine nuts

potatoes, new

rice

risottos

sage

salads

salt, e.g., sea

sauces

scallions

shallots

soups

Southwestern (U.S.) cuisine

spinach

squash, summer

stock, vegetable

STUFFED ZUCCHINI BLOSSOMS, e.g., fried

tempura

thyme

tomatoes and tomato sauce

zucchini",,"Flavor: notes of zucchini, with a very delicate texture","Techniques: bake, braise, deep-fry, fry, poach, sauté, steam, stew, stuff","Dishes


Zucchini Flowers bursting with Softened Buckwheat; Purees of Roasted Sweet Potato, Onion

—Brushstroke (New York City)



Cornmeal-Crusted Zucchini Blossoms with Heirloom Tomatoes, Balsamic Reduction, Watercress Salad with a Spicy Jalapeno-Lime Vinaigrette

—Candle 79 (New York City)",Volume: quiet,,,"Flavor Affinities


zucchini blossoms + basil + garlic + olive oil

zucchini blossoms + feta cheese + mint

zucchini blossoms + goat cheese + pine nuts

zucchini blossoms + ricotta + sage",,,Season: summer,,,,,,
